lemma	familyLemma	pos	meaningZh
circumspect	circumspection	noun	謹慎；慎重
circumspect	circumspectly	adverb	謹慎地；小心地
circumstantial	circumstance	noun	情況；情勢
circumstantial	circumstantially	adverb	依情況地；間接地
citation	cite	verb	引用；傳喚
cite	citation	noun	引用；引文
citizenship	citizen	noun	公民；市民
citizenship	citizenry	noun	全體公民
civic	civics	noun	公民（科）；公民學
civilian	civil	adjective	平民的；民事的
civility	civil	adjective	有禮的；文明的
civility	civilly	adverb	有禮地
civility	uncivil	adjective	無禮的
civilization	civilize	verb	使文明開化；教化
clamor	clamorous	adjective	喧鬧的；吵嚷的
clan	clannish	adjective	宗族觀念強的；排外的
clarify	clarification	noun	澄清；說明
clarify	clarity	noun	清晰；明確
clarity	clarify	verb	澄清；闡明
clarity	clarification	noun	澄清；說明
classification	classify	verb	分類；歸類
classification	classificatory	adjective	分類的
classify	classification	noun	分類；歸類
classify	classifiable	adjective	可分類的
clause	clausal	adjective	子句的；條款的
clay	clayey	adjective	黏土質的；含黏土的
clearance	clear	verb	清除；淨空
clement	clemency	noun	寬大；仁慈
clement	inclement	adjective	（天氣）惡劣的
clerk	clerical	adjective	文書的；辦事員的
clerk	clerkship	noun	書記職位；實習職
click	clickable	adjective	可點擊的
climate	climatic	adjective	氣候的
climate	climatology	noun	氣候學
clinch	clincher	noun	決定性的論點或因素
cling	clingy	adjective	黏人的；緊貼的
clinic	clinical	adjective	臨床的
clinic	clinician	noun	臨床醫師
clinical	clinic	noun	診所；門診
clinical	clinically	adverb	臨床上地
closure	close	verb	關閉；結束
clue	clueless	adjective	毫無頭緒的；一無所知的
clumsy	clumsiness	noun	笨拙；不靈巧
clumsy	clumsily	adverb	笨拙地
coalesce	coalescence	noun	結合；合併
coalesce	coalition	noun	聯盟；聯合
coalition	coalesce	verb	結合；聯合
coastal	coast	noun	海岸；沿岸
codify	codification	noun	法典化；系統化
codify	code	noun	法典；規範
coerce	coercion	noun	脅迫；強制
coerce	coercive	adjective	強制的；高壓的
cognitive	cognition	noun	認知；認知作用
cognitive	cognitively	adverb	在認知上
cohesion	cohesive	adjective	有凝聚力的
cohesion	cohere	verb	凝聚；連貫一致
cohesive	cohesion	noun	凝聚力；結合力
cohesive	cohesively	adverb	緊密結合地
coincide	coincidence	noun	巧合
coincide	coincidental	adjective	巧合的
coincidence	coincide	verb	同時發生；一致
coincidence	coincidentally	adverb	碰巧地
collaboration	collaborate	verb	合作；協作
collaboration	collaborative	adjective	合作的
collaboration	collaborator	noun	合作者
collapse	collapsible	adjective	可摺疊的
collate	collation	noun	校對；彙整
collective	collect	verb	收集；聚集
collective	collectively	adverb	集體地；共同地
collective	collectivism	noun	集體主義
collision	collide	verb	碰撞；相撞
colonial	colony	noun	殖民地
colonial	colonialism	noun	殖民主義
colonial	colonize	verb	殖民；拓殖
colonize	colonization	noun	殖民；殖民化
colonize	colonizer	noun	殖民者
colony	colonial	adjective	殖民地的
colony	colonist	noun	殖民者；拓殖者
colossal	colossus	noun	巨像；巨人
combat	combatant	noun	戰鬥員；作戰人員
combat	combative	adjective	好鬥的；好爭辯的
combination	combine	verb	結合；聯合
combination	combinatorial	adjective	組合的
comedy	comedian	noun	喜劇演員
comedy	comic	adjective	滑稽的；喜劇的
comedy	comical	adjective	滑稽可笑的
comet	cometary	adjective	彗星的
comic	comedy	noun	喜劇
comic	comically	adverb	滑稽地
commander	command	verb	指揮；命令
commander	commandment	noun	戒律；誡命
commence	commencement	noun	開始；畢業典禮
commencement	commence	verb	開始；著手
commensurate	commensurable	adjective	可相比的；相稱的
commensurate	incommensurate	adjective	不相稱的
commentary	comment	noun	評論；意見
commentary	commentator	noun	評論員；解說員
commentary	commentate	verb	實況評述
commentator	comment	verb	評論
commentator	commentary	noun	評論；實況解說
commerce	commercial	adjective	商業的
commerce	commercialize	verb	使商業化
commerce	commercially	adverb	商業上地
commissioner	commission	noun	委員會；佣金
commodity	commodify	verb	使商品化
commodity	commodification	noun	商品化
commonplace	common	adjective	常見的；普通的
commonplace	commonly	adverb	普遍地；常常
commune	communal	adjective	公共的；共有的
commune	communion	noun	交流；心靈相通
