lemma	familyLemma	pos	meaningZh
marital	marriage	noun	婚姻；結婚
marital	marry	verb	結婚；娶；嫁
marsh	marshy	adjective	沼澤般的；泥濘的
marsh	marshland	noun	沼澤地
martyr	martyrdom	noun	殉難；殉道
mask	unmask	verb	揭露；揭穿真面目
masquerade	masquerader	noun	化裝者；假扮者
mass	massive	adjective	巨大的；大量的
mass	amass	verb	積聚；累積
massive	mass	noun	大量；質量
massive	massively	adverb	巨大地；大規模地
massive	massiveness	noun	巨大；厚重
materialize	material	noun	材料；素材
materialize	materialization	noun	實現；具體化
mature	maturity	noun	成熟；到期
mature	maturation	noun	成熟過程
mature	immature	adjective	不成熟的
maturity	mature	adjective	成熟的
maturity	immaturity	noun	不成熟
maturity	maturation	noun	成熟過程
maximize	maximum	noun	最大值；最大量
maximize	maximal	adjective	最大的
maximize	maximization	noun	最大化
maximum	maximize	verb	使最大化
maximum	maximal	adjective	最大的
meager	meagerly	adverb	貧乏地；微薄地
meaningful	meaning	noun	意義；含義
meaningful	meaningless	adjective	無意義的
meaningful	meaningfully	adverb	有意義地
mechanical	mechanic	noun	技工；機械師
mechanical	mechanism	noun	機制；機件
mechanical	mechanically	adverb	機械地；機械性地
mechanism	mechanical	adjective	機械的
mechanism	mechanize	verb	使機械化
medal	medalist	noun	獎牌得主
medal	medallion	noun	大獎章；圓形浮雕飾板
mediate	mediation	noun	調解；斡旋
mediate	mediator	noun	調解人；仲裁者
medieval	medievalist	noun	中世紀研究學者
meditate	meditation	noun	冥想；沉思
meditate	meditative	adjective	沉思的；冥想的
meditation	meditate	verb	冥想；靜思
meditation	meditative	adjective	沉思的
meek	meekness	noun	溫順；謙卑
meek	meekly	adverb	溫順地
melancholy	melancholic	adjective	憂鬱的
melody	melodic	adjective	旋律的；悅耳的
melody	melodious	adjective	悅耳動聽的
membrane	membranous	adjective	膜狀的；薄膜的
memo	memorandum	noun	備忘錄；正式通知
memoir	memoirist	noun	回憶錄作者
memorable	memory	noun	記憶；回憶
memorable	memorize	verb	記住；背誦
memorable	memorably	adverb	令人難忘地
memorandum	memo	noun	備忘錄；便條
memorial	memory	noun	記憶；紀念
memorial	memorialize	verb	紀念；追悼
mendacious	mendacity	noun	虛假；謊言
mental	mentally	adverb	心理上；精神上
mental	mentality	noun	心態；思維方式
mentality	mental	adjective	心理的；精神的
mentor	mentorship	noun	師徒關係；指導制度
merchant	merchandise	noun	商品；貨品
merchant	mercantile	adjective	商業的；貿易的
mercurial	mercury	noun	水銀；汞
mercy	merciful	adjective	仁慈的；寬容的
mercy	merciless	adjective	無情的；殘忍的
mercy	mercifully	adverb	仁慈地；幸好
mere	merely	adverb	僅僅；只不過
merge	merger	noun	合併
merge	submerge	verb	淹沒；浸入水中
merger	merge	verb	合併；融合
merit	meritorious	adjective	有功績的；值得讚揚的
merit	meritocracy	noun	精英管理制度
metabolism	metabolic	adjective	新陳代謝的
metabolism	metabolize	verb	代謝；新陳代謝
metaphor	metaphorical	adjective	隱喻的；比喻的
metaphor	metaphorically	adverb	比喻地
metaphysical	metaphysics	noun	形而上學
methodical	method	noun	方法；辦法
methodical	methodically	adverb	有條理地；有系統地
methodical	methodology	noun	方法論
methodology	method	noun	方法
methodology	methodological	adjective	方法論的
meticulous	meticulously	adverb	一絲不苟地
