lemma	familyLemma	pos	meaningZh
petty	pettiness	noun	小氣；瑣碎
petty	pettily	adverb	小氣地；瑣碎地
pharmaceutical	pharmacy	noun	藥局；藥學
pharmaceutical	pharmacist	noun	藥劑師
pharmaceutical	pharmacology	noun	藥理學
phenomenal	phenomenon	noun	現象
phenomenal	phenomenally	adverb	非凡地；驚人地
phenomenon	phenomenal	adjective	非凡的；驚人的
phenomenon	phenomenally	adverb	驚人地
philanthropic	philanthropy	noun	慈善事業；博愛
philanthropic	philanthropist	noun	慈善家
philosopher	philosophy	noun	哲學
philosopher	philosophical	adjective	哲學的；達觀的
philosophy	philosopher	noun	哲學家
philosophy	philosophical	adjective	哲學的
philosophy	philosophically	adverb	從哲學上；達觀地
phlegmatic	phlegm	noun	痰；冷靜沉著
phonetic	phonetics	noun	語音學
phonetic	phonetically	adverb	按語音地
phony	phoniness	noun	虛假；不真實
photosynthesis	photosynthetic	adjective	光合作用的
phrase	phrasal	adjective	片語的；詞組的
phrase	phraseology	noun	措辭；用語
physicist	physics	noun	物理學
physicist	physical	adjective	物理的；身體的
physiological	physiology	noun	生理學
physiological	physiologist	noun	生理學家
physiological	physiologically	adverb	在生理上
pictorial	picture	noun	圖片；畫面
pictorial	pictorially	adverb	以圖像方式
pigment	pigmentation	noun	色素沉著；著色
pitch	pitcher	noun	水壺；投手
pitcher	pitch	verb	投擲；推銷
pitiful	pity	noun	憐憫；同情
pitiful	pitifully	adverb	可憐地；差勁地
pitiful	pitiless	adjective	無情的；冷酷的
pivot	pivotal	adjective	關鍵的；樞紐的
placate	placatory	adjective	安撫的；懷柔的
placement	place	verb	放置；安置
placid	placidity	noun	平靜；溫和
placid	placidly	adverb	平靜地
planner	plan	verb	計畫；規劃
plantation	plant	verb	種植
plantation	planter	noun	種植者；花盆
platitude	platitudinous	adjective	陳腔濫調的
plea	plead	verb	懇求；答辯
plead	plea	noun	懇求；答辯
plethora	plethoric	adjective	過多的；充斥的
plot	plotter	noun	密謀者
plume	plumage	noun	鳥的羽毛（全身）
plump	plumpness	noun	豐滿；圓胖
plunge	plunger	noun	活塞；吸把
poach	poacher	noun	盜獵者；挖角者
poet	poem	noun	詩
poet	poetry	noun	詩；詩歌
poet	poetic	adjective	詩意的；富詩意的
poignant	poignancy	noun	心酸；深刻動人
poignant	poignantly	adverb	令人心酸地
poise	poised	adjective	鎮定的；蓄勢待發的
poison	poisonous	adjective	有毒的
poisonous	poison	noun	毒藥；毒物
polarize	polarization	noun	兩極化；極化
polarize	polar	adjective	兩極的；極地的
polarize	polarity	noun	極性；對立性
poll	pollster	noun	民調專家
pollination	pollinate	verb	為……授粉
pollination	pollen	noun	花粉
pollination	pollinator	noun	授粉媒介
pollution	pollute	verb	污染
pollution	pollutant	noun	污染物
pompous	pomposity	noun	浮誇；自負
pompous	pomp	noun	排場；盛況
pompous	pompously	adverb	浮誇地
ponder	ponderous	adjective	笨重的；冗長沉悶的
popularity	popular	adjective	受歡迎的；普及的
popularity	popularize	verb	使普及；推廣
popularity	popularly	adverb	普遍地
populous	population	noun	人口
populous	populate	verb	居住於；使有人口
porous	porosity	noun	多孔性
porous	pore	noun	毛孔；細孔
portable	portability	noun	可攜性；可移植性
portion	apportion	verb	分配；分攤
portrait	portray	verb	描繪；飾演
portrait	portrayal	noun	描繪；刻畫
portray	portrayal	noun	描繪；刻畫
portray	portrait	noun	肖像；人像
possess	possession	noun	擁有；持有
possess	possessive	adjective	佔有慾強的
possess	possessor	noun	擁有者
possession	possess	verb	擁有；持有
possession	possessive	adjective	佔有慾強的
postpone	postponement	noun	延期；延後
posture	postural	adjective	姿勢的；體態的
potent	potency	noun	效力；力量
potent	impotent	adjective	無力的；無能為力的
pottery	potter	noun	陶匠；陶藝家
pottery	pot	noun	鍋；罐
poverty	poor	adjective	貧窮的
poverty	impoverish	verb	使貧窮；使枯竭
powder	powdery	adjective	粉狀的；像粉末的
practically	practical	adjective	實際的；實用的
practically	practice	noun	實踐；練習
practically	practicality	noun	實用性；可行性
practitioner	practice	noun	執業；實務
practitioner	practical	adjective	實務的；實用的
prank	prankster	noun	愛惡作劇的人
preach	preacher	noun	傳道者；佈道者
precaution	precautionary	adjective	預防性的
