lemma	familyLemma	pos	meaningZh
assemble	assembly	noun	組裝；集會
assemble	assemblage	noun	聚集物；組合體
assemble	disassemble	verb	拆解；拆卸
assembly	assemble	verb	組裝；集合
assembly	assemblage	noun	聚集物；組合體
assent	dissent	noun	異議；不同意
assert	assertion	noun	斷言；主張
assert	assertive	adjective	果斷自信的
assertive	assert	verb	堅稱；主張
assertive	assertiveness	noun	果斷；自信
assertive	assertively	adverb	果斷地
assiduous	assiduously	adverb	勤勉地
assiduous	assiduity	noun	勤勉；不懈
assign	assignment	noun	任務；分派
assign	assignee	noun	受讓人
assign	reassign	verb	重新分派
assignment	assign	verb	分派；指定
assignment	assignee	noun	受讓人
assimilate	assimilation	noun	同化；吸收
assimilate	assimilative	adjective	有同化作用的
assist	assistance	noun	協助；援助
assist	assistant	noun	助理；助手
assistance	assist	verb	協助；幫助
assistance	assistant	noun	助理；助手
assistant	assist	verb	協助；幫助
assistant	assistance	noun	協助；援助
assure	assurance	noun	保證；把握
assure	reassure	verb	使安心；再三保證
assure	assuredly	adverb	確實地
asteroid	asteroidal	adjective	小行星的
astound	astoundingly	adverb	令人震驚地
astronomer	astronomy	noun	天文學
astronomer	astronomical	adjective	天文學的；極大的
astronomy	astronomer	noun	天文學家
astronomy	astronomical	adjective	天文學的；極大的
astronomy	astronomically	adverb	天文數字般地
astute	astutely	adverb	精明地
astute	astuteness	noun	精明；敏銳
athlete	athletic	adjective	運動的；健壯的
athlete	athletics	noun	體育運動；田徑
atmosphere	atmospheric	adjective	大氣的；有氛圍的
atom	atomic	adjective	原子的；原子能的
atom	atomize	verb	使霧化；使分解
atomic	atom	noun	原子
atomic	atomicity	noun	原子性；不可分割性
atrocity	atrocious	adjective	殘暴的；極糟的
atrocity	atrociously	adverb	殘暴地
attach	attachment	noun	附件；依戀
attach	detach	verb	分離；拆下
attachment	attach	verb	附上；連接
attachment	detachment	noun	分離；超然
attain	attainment	noun	達成；成就
attain	attainable	adjective	可達成的
attain	unattainable	adjective	無法達成的
attainment	attain	verb	達到；獲得
attainment	attainable	adjective	可達到的
attendance	attend	verb	出席；參加
attendance	attendant	noun	服務人員
attendance	attendee	noun	出席者
attendant	attend	verb	出席；照料
attendant	attendance	noun	出席；出勤
attest	attestation	noun	證明；證詞
attraction	attract	verb	吸引
attraction	attractive	adjective	有吸引力的
attractive	attract	verb	吸引
attractive	attraction	noun	吸引力
attractive	attractively	adverb	吸引人地
attune	attunement	noun	協調；調和
auction	auctioneer	noun	拍賣師
audacious	audacity	noun	大膽；厚顏
audacious	audaciously	adverb	大膽地
audit	auditor	noun	稽核人員；審計師
auditor	audit	verb	稽核；審計
augment	augmentation	noun	增加；擴增
austere	austerity	noun	簡樸；撙節
austere	austerely	adverb	簡樸地；嚴厲地
authentic	authenticity	noun	真實性
authentic	authenticate	verb	鑑定真偽；驗證
authentic	authentically	adverb	真實地；道地地
authenticity	authentic	adjective	真實的；真品的
authenticity	authenticate	verb	鑑定真偽；驗證
authorization	authorize	verb	授權；批准
authorization	unauthorized	adjective	未經授權的
authorize	authorization	noun	授權；許可
authorize	unauthorized	adjective	未經授權的
automatic	automatically	adverb	自動地
automatic	automate	verb	使自動化
automatic	automation	noun	自動化
automation	automate	verb	使自動化
automation	automatic	adjective	自動的
autonomous	autonomy	noun	自治；自主權
autonomous	autonomously	adverb	自主地
autonomy	autonomous	adjective	自治的；自主的
autonomy	autonomously	adverb	自主地
avarice	avaricious	adjective	貪婪的
avenge	avenger	noun	復仇者
avenge	vengeance	noun	復仇
aversion	averse	adjective	厭惡的；反感的
aversion	avert	verb	避開；轉移
aviation	aviator	noun	飛行員
avid	avidly	adverb	熱切地
avid	avidity	noun	熱切；渴望
awareness	aware	adjective	意識到的
awareness	unaware	adjective	未察覺的
awkward	awkwardly	adverb	尷尬地；笨拙地
awkward	awkwardness	noun	尷尬；笨拙
axis	axial	adjective	軸的；軸向的
babble	babbler	noun	喋喋不休的人
bachelor	bachelorhood	noun	單身狀態
backward	backwardness	noun	落後；遲緩
bacterium	bacterial	adjective	細菌的
bacterium	bacteriology	noun	細菌學
baffle	bafflement	noun	困惑；迷惑
bald	baldness	noun	禿頭；光禿
bald	baldly	adverb	直率地；露骨地
bale	baler	noun	打包機
ballet	ballerina	noun	芭蕾女舞者
banal	banality	noun	平庸；陳腐
banish	banishment	noun	放逐；驅逐
banker	bank	noun	銀行
banker	banking	noun	銀行業
bankruptcy	bankrupt	adjective	破產的
bare	barely	adverb	幾乎不；勉強
bare	bareness	noun	赤裸；空無
barely	bare	adjective	赤裸的；空無的
bargain	bargaining	noun	議價；談判
baron	baroness	noun	男爵夫人；女男爵
baron	baronial	adjective	男爵的；氣派的
barren	barrenness	noun	貧瘠；不孕
barrier	barricade	noun	路障；街壘
basement	base	noun	底部；基座
bead	beading	noun	串珠裝飾
bead	beady	adjective	小而發亮的
beard	bearded	adjective	留有鬍子的
beast	beastly	adjective	野獸般的；可憎的
